,city id,city,country,latitude,longitute,temperature(C),humidity(%),wind speed(mps),cloud(%),receive date
166,2065594,Mount Isa,AU,-20.7333,139.5,24.87,22,4.12,100,20-06-2022 13:51:37
167,153955,Micheweni,TZ,-4.9667,39.8333,24.42,76,5.41,95,20-06-2022 13:51:38
168,3674702,Miranda,CO,3.2499,-76.2281,21.07,94,1.97,78,20-06-2022 13:51:39
169,1625929,Sungai Penuh,ID,-2.0833,101.3833,19.33,94,0.39,100,20-06-2022 13:51:39
170,3576994,Cockburn Town,TC,21.4612,-71.1419,27.28,79,9.54,100,20-06-2022 13:51:06
171,3932145,Pisco,PE,-13.7,-76.2167,16.03,88,1.54,75,20-06-2022 13:51:41
172,1253628,Ginda,IN,30.6945,78.4932,23.6,44,2.23,25,20-06-2022 13:51:41
173,3692020,Saquena,PE,-4.6667,-73.5167,21.55,98,0.64,62,20-06-2022 13:51:42
174,1185239,Mathbaria,BD,22.2876,89.9593,30.57,68,4.21,99,20-06-2022 13:51:43
175,3620266,Corn Island,NI,12.1694,-83.0418,28.03,77,5.66,100,20-06-2022 13:49:31
176,2374583,Bubaque,GW,11.2833,-15.8333,26.67,78,8.33,100,20-06-2022 13:51:45
177,4228452,Villa Rica,US,33.7321,-84.9191,18.23,99,1.67,7,20-06-2022 13:51:45
178,3665202,Aripuanã,BR,-9.1667,-60.6333,21.71,72,0.69,26,20-06-2022 13:51:46
179,1636022,Martapura,ID,-3.4167,114.85,31.05,62,5.14,40,20-06-2022 13:51:47
180,3439389,Asunción,PY,-25.3007,-57.6359,15.69,82,1.03,75,20-06-2022 13:49:24
181,3386213,Touros,BR,-5.1989,-35.4608,23.13,89,3.96,41,20-06-2022 13:49:53
182,1737185,Kapit,MY,2.0167,112.9333,30.03,65,0.83,76,20-06-2022 13:51:49
183,3671437,Caucayá,CO,-0.1934,-74.7819,21.58,99,0.54,95,20-06-2022 13:51:50
184,1071296,Antalaha,MG,-14.9003,50.2788,21.23,85,4.69,63,20-06-2022 13:51:50
185,2075265,Busselton,AU,-33.65,115.3333,17.72,76,5.05,83,20-06-2022 13:51:51
186,1648636,Bitung,ID,1.4451,125.1824,32.47,77,5.16,98,20-06-2022 13:51:52
187,1855342,Nishihara,JP,26.1842,127.7558,30.4,81,6.69,75,20-06-2022 13:51:53
